"everything","43","(pronoun)","كل شىء"
"everywhere","6","(adverb)","في كل مكان"
"evidence","12","(noun,verb,idiom)","دليل"
"exact","11","(adjective,verb)","دقيق"
"exactly","26","(adverb)","بالضبط"
"exam","37","(noun)","امتحان"
"examination","2","(noun)","فحص"
"examine","7","(verb)","فحص"
"example","147","(noun,verb)","مثال"
"excellent","20","(adjective,interjection)","ممتاز"
"except","6","(preposition,conjunction,idiom)","إلا"
"exchange","25","(noun,verb)","تبادل"
"excitement","5","(noun)","إثارة"
"exciting","3","(adjective)","مثير"
"excuse","37","(verb,noun)","عذر"
"exercise","39","(noun,verb)","ممارسه الرياضه"
"exist","28","(verb)","يوجد"
"existing","8","(adjective)","موجود"
"exit","16","(noun,verb)","ىخرج"
"expand","9","(verb)","وسعت"
"expect","16","(verb)","توقع"
"expensive","23","(adjective)","مكلفة"
"experience","80","(noun,verb)","تجربة"
"experienced","16","(past,verb)","يختبر"
"expert","4","(noun,adjective)","خبير"
"explain","15","(verb)","شرح"
"explanation","3","(noun)","تفسير"
"explore","15","(verb)","يكتشف"
"expose","5","(verb,idiom)","تعرض"
"express","15","(verb,adjective,adverb,noun)","التعبير"
"expression","14","(noun)","التعبير"
"extend","3","(verb)","تمديد"
"extension","5","(noun,adjective)","تمديد"
"extent","5","(noun)","مدى"
"external","4","(adjective,noun)","خارجي"
"extra","20","(adjective,adverb,noun)","إضافي"
"extreme","12","(adjective,noun)","أقصى"
"extremely","18","(adverb)","جدا"
"eye","25","(noun,verb)","عين"
"face","23","(noun,verb)","وجه"
"fact","56","(noun)","حقيقة"
"factor","11","(noun,verb)","عامل"
"fail","16","(verb,noun)","فشل"
"failure","26","(noun)","بالفشل"
"fair","11","(adjective,adverb,noun,idiom)","معرض"
"fairly","15","(adverb)","تماما"
"fall","32","(verb,noun)","خريف"
"familiar","18","(adjective,noun)","مألوف"
"family","159","(noun)","عائلة"
"famous","8","(adjective)","مشهور"
"fan","12","(noun,verb,idiom)","معجب"
"far","46","(adverb,adjective)","بعيدا"
"farm","5","(noun,verb,idiom)","مزرعة"
"farmer","3","(noun)","مزارع"
"fast","25","(adjective,adverb,verb)","بسرعة"
"fat","54","(noun,adjective,verb)","سمين"
"father","8","(noun,verb)","الآب"
"fault","1","(noun,verb)","خطأ"
"fear","3","(noun,verb)","خوف"
"feature","29","(noun,verb)","خاصية"
"federal","28","(adjective)","فدرالي"
"fee","8","(noun,verb)","رسوم"
"feed","7","(verb,noun,idiom)","تغذية"
"feedback","5","(noun)","ردود الفعل"
"feel","74","(verb,noun)","يشعر"
"feeling","14","(noun,adjective)","شعور"
"female","1","(adjective,noun)","إناثا"
"few","117","(adjective,noun,pronoun)","قليل"
"field","95","(noun,verb,adjective)","حقل"
"fight","5","(noun,verb)","يقاتل"
"figure","31","(noun,verb)","الشكل"
"file","13","(noun,verb)","ملف"
"fill","11","(verb,noun,idiom)","ملء"
"film","209","(noun,verb)","فيلم"
"final","19","(adjective,noun)","نهائي"
"finally","18","(adverb)","أخيرا"
"finance","8","(noun,verb)","المالية"
"financial","29","(adjective)","الأمور المالية"
"find","166","(verb)","تجد"
"finding","16","(noun)","العثور على"
"fine","11","(adjective,adverb,verb,noun)","غرامة"
"finger","6","(noun,verb,idiom)","اصبع اليد"
"finish","14","(verb,noun)","إنهاء"
"fire","25","(noun,verb)","نار"
"firm","9","(adjective,verb,adverb,noun)","مؤسسة"
"first","176","(adverb,adjective)","أول"
"fish","92","(noun,verb)","سمك"
"fishing","27","(noun)","صيد السمك"
"fit","27","(adjective,verb,noun)","لائق بدنيا"
"fix","9","(verb,noun,idiom)","حل"
"fixed","15","(past,verb)","ثابت"
"flat","17","(adjective,adverb,noun,verb)","مسطحة"
"flight","17","(noun)","طيران"
"floor","4","(noun,verb)","أرضية"
"flow","13","(verb,noun)","تدفق"
"flower","2","(noun,verb)","زهرة"
"fly","18","(verb,noun)","يطير"
"focus","44","(noun,verb)","التركيز"
"fold","3","(verb,noun)","يطوى"
"follow","18","(verb)","إتبع"
"following","39","(preposition,noun,adjective)","التالية"
"food","73","(noun)","طعام"
"foot","15","(noun,verb)","قدم"
"football","7","(noun)","كرة القدم"
"for","1752","(preposition,conjunction)","إلى عن على"
"force","54","(noun,verb)","فرض"
"foreign","10","(adjective)","أجنبي"
"forever","7","(adverb,noun,idiom)","إلى الأبد"
"forget","13","(verb)","ننسى"
"form","99","(noun,verb)","شكل"
"formal","11","(adjective,noun,adverb)","رسمي"
"former","4","(adjective)","سابق"
"forth","3","(adverb)","عليها"
"fortune","1","(noun)","ثروة"
"forward","11","(adverb,adjective,noun,verb)","إلى الأمام"
"foundation","13","(noun)","المؤسسة"
"frame","24","(noun,verb)","الإطار"
"free","115","(adjective,adverb,verb)","حر"
"freedom","32","(noun)","حرية"
"frequent","9","(adjective,verb)","متكرر"
"frequently","12","(adverb)","في كثير من الأحيان"
"fresh","14","(adjective,adverb)","طازج"
"friend","17","(noun,verb)","صديق"
"friendly","3","(adjective)","ودود"
"friendship","1","(noun)","صداقة"
"from","622","(preposition)","من عند"
"front","16","(noun,adjective,verb,interjection)","أمامي"
"fruit","11","(noun,verb)","فاكهة"
"fuel","3","(noun,verb)","وقود"
"full","34","(adjective,adverb,noun,verb)","ممتلئ"
"fully","12","(adverb)","تماما"
"fun","46","(noun,adjective,verb)","مرح"
"function","16","(noun,verb)","وظيفة"
"funeral","1","(noun)","جنازة"
"funny","3","(adjective,noun)","مضحك"
"future","40","(noun,adjective)","مستقبل"
"gain","17","(verb,noun)","كسب"
"game","117","(noun,adjective,verb)","لعبه"
"gap","5","(noun,verb)","الفارق"
"garage","6","(noun,verb)","كراج"
"garbage","2","(noun)","قمامة"
"garden","41","(noun,verb)","حديقة"
"gas","15","(noun,verb)","غاز"
"gate","3","(noun)","بوابة"
"gather","5","(verb,noun,idiom)","جمع"
"gear","10","(noun,verb,adjective,idiom)","هيأ"
"gene","1","(noun)","جينة"
"general","85","(adjective,noun)","جنرال لواء"
"generally","52","(adverb)","عموما"
"generate","12","(verb)","توفير"
"gently","8","(adverb)","بلطف"
"get","233","(verb)","احصل على"
"gift","21","(noun,verb)","هدية مجانية"
"girl","3","(noun)","فتاة"
"girlfriend","1","(noun)","صديقة"
"give","93","(verb,noun)","يعطى"
"glad","27","(adjective,noun)","سعيد"
"glass","11","(noun,adjective,verb)","زجاج"
"global","13","(adjective)","عالمي"
"glove","3","(noun,verb)","قفاز"
"go","131","(verb,noun,adjective,interjection)","اذهب"
"goal","28","(noun)","هدف"
"god","4","(noun,interjection)","الله"
"gold","7","(noun,adjective)","ذهب"
"golf","4","(noun,verb)","جولف"
"good","201","(adjective,noun,adverb,interjection)","حسن"
"government","143","(noun)","الحكومي"
"grab","3","(verb,noun)","إختطاف"
"grade","5","(noun,verb)","درجة"
"grand","2","(adjective,noun)","كبير"
"grandfather","2","(noun,verb)","جد"
"grandmother","13","(noun)","جدة"
"grass","1","(noun,verb)","نجيل"
"great","126","(adjective,noun,adverb,interjection)","عظيم"
"greatly","10","(adverb)","جدا"
"green","28","(adjective,noun,verb)","أخضر"
"grocery","2","(noun)","بقالة"
"gross","3","(adjective,adverb,verb,noun)","إجمالي"
"ground","13","(noun,verb,adjective)","أرض"
"group","55","(noun,verb)","مجموعة"
"grow","37","(verb)","تنمو"
"growth","27","(noun)","نمو"
"guarantee","6","(noun,verb)","ضمان"
"guard","42","(verb,noun)","حارس"
"guess","8","(verb,noun,idiom)","خمن"
"guest","6","(noun)","زائر"
"guidance","7","(noun)","توجيه"
"guide","68","(noun,verb)","يرشد"
"guilty","1","(adjective)","مذنب"
"guitar","5","(noun)","غيتار"
"guy","1","(noun,verb)","شاب"
"habit","4","(noun,verb)","عادة"
"had","113","(auxiliary verb)","كان"
"hair","4","(noun)","شعر"
"half","26","(noun,predeterminer,adverb)","نصف"
"hall","3","(noun)","صالة"
"hand","81","(noun,verb)","يد"
"handle","15","(verb,noun)","مقبض"
"hang","6","(verb,noun,idiom)","علق"
"happen","11","(verb)","يحدث"
"happy","19","(adjective)","السعيدة"
"hard","61","(adjective,adverb)","الصعب"
"hardly","4","(adverb)","بالكاد"
"harm","2","(noun,verb)","ضرر"
"has","384","(verb)","لديها"
"hat","1","(noun)","قبعة"
"hate","5","(verb,noun)","اكرهه"
"have","891","(verb,auxiliary verb)","يملك"
"he","144","(pronoun)","هو"
"head","29","(noun,adjective,verb)","رئيس"
"health","122","(noun)","الصحة"
"healthy","30","(adjective)","صحي"
"hear","14","(verb)","سمع"
"hearing","4","(noun)","سمع"
"heart","13","(noun)","قلب"
"heat","84","(noun,verb)","الحرارة"
"heavy","16","(adjective,noun,adverb)","ثقيل"
"height","6","(noun)","ارتفاع"
"hell","1","(noun,interjection)","الجحيم"
"hello","16","(interjection,noun)","مرحبا"
"help","141","(verb,noun,interjection)","مساعدة"
"helpful","18","(adjective)","معاون، مساعد، مفيد، فاعل خير"
"her","107","(pronoun)","لها"
"here","72","(adverb,interjection)","هنا"
"herself","3","(pronoun)","نفسها"
"hesitate","1","(verb)","تردد"
"hi","113","(interjection)","مرحبا"
"hide","3","(verb,noun)","إخفاء"
"high","74","(adjective,noun,adverb)","متوسط"
"highlight","1","(noun,verb)","تسليط الضوء"
"highly","16","(adverb)","جدا"
"highway","9","(noun)","الطريق السريع"
"him","17","(pronoun)","له"
"himself","6","(pronoun)","نفسه"
"hire","9","(verb,noun,adjective,idiom)","توظيف"
"his","125","(pronoun,adjective)","له"
"historian","3","(noun)","مؤرخ"
"historical","52","(adjective)","تاريخي"
"history","187","(noun)","التاريخ"
"hit","13","(verb,noun)","نجاح"
"hold","42","(verb,noun)","معلق"
"hole","6","(noun,verb,idiom)","الفجوة"
"holiday","5","(noun,adjective,verb)","يوم الاجازة"
"home","72","(noun,adjective,adverb,verb)","الصفحة الرئيسية"
"homework","5","(noun)","واجب منزلي"
"honest","2","(adjective,adverb)","صادق"
"honestly","1","(adverb)","بكل صراحه"
"honey","2","(noun)","عسل"
"hook","6","(noun,verb,idiom)","صنارة صيد"
"hope","19","(noun,verb)","أمل"
"hopefully","8","(adverb)","نأمل"
"horror","5","(noun,adjective)","رعب"
"horse","5","(noun,verb,adjective,idiom)","حصان"
"hospital","3","(noun)","مستشفى"
"host","5","(noun,verb)","مضيف"
"hot","50","(adjective)","الحار"
"hotel","7","(noun)","الفندق"
"hour","8","(noun,adjective,idiom)","ساعة"
"house","46","(noun,adjective,verb)","منزل"
"housing","15","(noun)","إسكان"
"how","412","(adverb,conjunction)","ماذا"
"however","128","(adverb)","ومع ذلك"
"huge","15","(adjective)","ضخم"
"human","92","(adjective,noun)","بشري"
"hungry","10","(adjective)","جوعان"
"hunt","6","(verb,noun)","مطاردة"
"hurry","1","(verb,noun)","عجل"
"hurt","4","(verb,noun)","جرح"
"husband","5","(noun,verb)","الزوج"
"I","621","(pronoun)","أنا"
"ice","19","(noun,verb)","جليد"
"idea","55","(noun)","فكرة"
"ideal","10","(noun,adjective)","المثالي"
"identify","25","(verb)","تحديد"
"if","546","(conjunction,noun)","إذا"
"ignore","2","(verb)","تجاهل"
"ill","3","(adjective,adverb,noun)","سوف"
"illegal","4","(adjective,noun)","غير شرعي"
"illustrate","1","(verb)","توضيح"
"image","39","(noun,verb)","صورة"
"imagination","12","(noun)","خيال"
"imagine","10","(verb)","تخيل"
"immediate","14","(adjective)","فوري"
"immediately","16","(adverb)","فورا"
"impact","21","(noun,verb)","تأثير"
"implement","6","(noun,verb)","تنفيذ"
"imply","2","(verb)","يعني"
"importance","14","(noun)","أهمية"
"important","160","(adjective)","مهم"
"impossible","16","(adjective)","غير ممكن"
"impress","7","(verb,noun)","اعجاب"
"impression","2","(noun)","الانطباع"
"impressive","2","(adjective)","محرج"
"improve","31","(verb)","تحسن"
"improvement","2","(noun)","تحسين"
"in","2822","(preposition,adverb)","في"
"incident","1","(noun,adjective)","حادث"
"include","80","(verb)","تتضمن"
"including","58","(preposition)","بما فيها"
"income","27","(noun)","الإيرادات"
"incorporate","4","(verb)","دمج او تجسيد"
"increase","45","(verb,noun)","زيادة"
"independence","2","(noun)","استقلال"
"independent","25","(adjective,noun)","مستقل"
"indicate","11","(verb)","تشير"
"indication","1","(noun)","دلالة"
"individual","44","(adjective,noun)","فرد"
"industry","47","(noun)","صناعة"
"inevitable","1","(adjective,noun)","المحتوم"
"inflation","15","(noun)","التضخم"
"influence","15","(noun,verb)","تأثير"
"inform","1","(verb)","إعلام"
"informal","2","(adjective)","غير رسمي"
"information","168","(noun)","معلومات"
"initial","6","(adjective,noun,verb)","مبدئي"
"initially","9","(adverb)","في البداية"
"initiative","4","(noun)","مبادرة"
"injury","3","(noun)","إصابه"
"inner","2","(adjective)","داخلي"
"insect","2","(noun)","حشرة"
"inside","26","(noun,adjective,preposition)","في داخل"
"insist","2","(verb)","يصر"
"inspection","2","(noun)","تفتيش"
"inspector","2","(noun)","مفتش"
"install","7","(verb)","التثبت"
"instance","30","(noun)","حتة"
"instead","50","(adverb)","في حين أن"
"instruction","3","(noun)","تعليمات"
"insurance","15","(noun)","تأمين"
"intelligent","20","(adjective)","ذكي"
"intend","6","(verb)","اعتزم"
"intention","1","(noun)","الهدف"
"interaction","8","(noun)","التفاعل"
"interest","67","(noun,verb)","فائدة"
"interested","23","(past,verb)","يستفد"
"interesting","20","(adjective)","مثير للإعجاب"
"internal","9","(adjective,noun)","داخلي"
"international","41","(adjective,noun)","دولي"
"internet","59","(noun)","الإنترنت"
"interview","7","(noun,verb)","مقابلة"
"into","301","(preposition)","إلى"
"introduce","6","(verb)","تقديم"
"introduction","18","(noun)","المقدمة"
"invest","16","(verb)","استثمار"
"investigate","3","(verb)","بحث"
"investment","52","(noun)","استثمار"
"invite","1","(verb,noun)","دعا"
"involve","15","(verb)","تنطوي"
"involved","34","(past,verb)","متورط"
"iron","4","(noun,verb)","حديد"
"is","2699","(verb)","هو"
"island","1","(noun,verb)","جزيرة"
"issue","24","(noun,verb)","القضية"
"it","1386","(pronoun,noun)","هذا"
"item","23","(noun,adverb)","بند"
"its","215","(pronoun)","انها"
"itself","34","(pronoun)","بحد ذاتها"
"jacket","3","(noun,verb)","السترة"
"job","80","(noun,verb)","وظيفة"
"join","9","(verb,noun)","انضم"
"joint","11","(noun,adjective,verb,idiom)","مشترك"
"joke","1","(noun,verb)","نكتة"
"judge","4","(noun,verb)","القاضي"
"judgment","4","(noun)","حكم"
"juice","8","(noun,verb,idiom)","عصير"
"jump","11","(verb,noun,adjective,adverb)","قفز"
"junior","20","(adjective,noun)","نجارة"
"jury","1","(noun,verb,adjective)","هيئة المحلفين"
"just","208","(adjective,adverb)","مجرد"
"justify","4","(verb)","برر"
"keep","96","(verb,noun)","احتفظ"
"key","54","(noun,adjective,verb)","مفتاح"
"kick","11","(verb,noun,idiom)","ركلة"
"kid","7","(noun,verb,adjective)","طفل"
"kill","9","(verb,noun,idiom)","قتل"
"kind","43","(noun,adjective)","طيب القلب"
"king","2","(noun)","ملك"
"kiss","1","(verb,noun)","قبلة"
"kitchen","10","(noun,adjective)","مطبخ"
"knee","2","(noun,verb)","ركبة"
"knife","4","(noun,verb)","سكين"
"know","181","(verb)","أعرف"
"knowledge","62","(noun)","المعرفه"
"known","60","(adjective)","معروف"
"lab","4","(noun)","مختبر"
"lack","16","(noun,verb)","قلة"
"ladder","2","(noun)","سلم"
"lady","1","(noun)","سيدة"
"lake","16","(noun)","بحيرة"
"land","10","(noun,verb,idiom)","أرض"
"landscape","4","(noun,verb)","المناظر الطبيعيه"
"language","42","(noun)","لغة"
"large","95","(adjective)","كبير"
"last","47","(adjective,adverb,noun,verb)","الاخير"
"late","28","(adjective,adverb,noun)","متأخر"
"later","42","(adverb,interjection)","في وقت لاحق"
"latter","6","(adjective)","أخير"
"laugh","4","(verb,noun)","يضحك"
"law","70","(noun)","القانون"
"lawyer","2","(noun,verb)","المحامية"
"lay","4","(verb,noun,adjective)","بسط"
"layer","6","(noun,verb)","طبقة"
"lead","16","(verb,noun)","قيادة"
"leader","5","(noun)","زعيم"
"leadership","6","(noun)","قيادة"
"leading","15","(adjective,noun)","قيادة"
"league","4","(noun,verb)","الدوري"
"learn","102","(verb)","تعلم"
"least","50","(adjective,adverb)","الأقل"
"leather","2","(noun,adjective,verb)","جلد"
"leave","25","(verb,noun)","غادر"
"lecture","6","(noun,verb)","محاضرة"
"left","52","(adjective,adverb)","اليسار"
"leg","1","(noun,verb)","رجل"
"legal","13","(adjective)","قانوني"
"length","17","(noun)","الطول"
"less","75","(adjective,adverb,preposition)","أقل"
"lesson","13","(noun,verb)","درس"
"let","46","(verb,noun)","سمح"
"letter","12","(noun,verb,idiom)","رسالة"
"level","51","(noun,adjective,verb)","مستوى"
"library","57","(noun)","مكتبة"
"lie","6","(noun,verb,idiom)","راحه"
"life","107","(noun,adjective)","حياة"
"lift","19","(verb,noun)","مصعد"
"light","54","(noun,verb,adjective)","ضوء"
"like","324","(preposition,verb,conjunction,adverb)","مثل"
"likely","57","(adverb)","المحتمل أن"
"limit","8","(noun,verb)","حد"
"limited","24","(past,verb)","محدود"
"line","56","(noun,verb)","خط"
"link","18","(noun,verb)","حلقة الوصل"
"lip","1","(noun,verb)","شفة"
"list","58","(noun,verb)","قائمة"
"listen","16","(verb,noun)","استمع"
"literally","9","(adverb)","حرفيا"
"literature","67","(noun)","الأدب"
"little","71","(adjective,adverb)","قليل"
"live","35","(verb,adjective,adverb)","حي"
"living","16","(noun,adjective)","المعيشة"
"load","2","(noun,verb)","حمل"
"loan","5","(noun,verb,idiom)","قرض"
"local","90","(adjective,noun)","محلي"
"location","22","(noun)","موقعك"
"lock","12","(noun,verb,idiom)","قفل"
"log","10","(noun,verb)","سجل"
"logical","5","(adjective)","منطقي"
"lonely","1","(adjective)","وحيد"
"long","82","(adjective,noun,adverb,verb)","طويل"
"look","144","(verb,noun,interjection)","نظرة"
"loose","2","(adjective,verb)","واسع"
"lose","15","(verb)","تخسر"
"loss","9","(noun)","خسارة"
"lost","10","(adjective,verb,idiom)","ضائع"
"lot","82","(pronoun,adverb,noun,verb)","قطعة أرض"
"loud","4","(adjective,adverb)","بصوت عال"
"love","60","(noun)","حب"
"low","34","(adjective,noun,adverb,verb)","منخفض"
"lower","41","(adjective,adverb)","خفض"
"luck","8","(noun,verb,idiom)","حظ"
"lucky","3","(adjective)","سعيد الحظ"
"lunch","3","(noun,verb)","غداء"
"machine","21","(noun,verb)","آلة"
"mad","1","(adjective)","مجنون"
"magazine","17","(noun)","مجلة"
"mail","4","(noun,verb)","بريد"
"main","42","(adjective,noun)","الأساسية"
"mainly","9","(adverb)","في الأساس"
"maintain","30","(verb)","الحفاظ"
"maintenance","3","(noun)","اعمال صيانة"
"major","53","(adjective,noun,verb)","رائد"
"make","262","(verb,noun)","يصنع"
"male","2","(adjective,noun)","الذكر"
"mall","6","(noun)","مجمع تجاري"
"man","31","(noun,verb,interjection)","رجل"
"manage","10","(verb)","تدبير"
"management","41","(noun)","إدارة"
"manager","6","(noun)","مدير"
"manner","6","(noun,idiom)","أسلوب"
"manufacturer","3","(noun)","الصانع"
"manufacturing","1","(verb)","تصنيع"
"many","397","(adjective,noun,pronoun)","كثير"
"map","167","(noun)","خريطة"
"march","6","(verb,noun,idiom)","مارس"
"mark","7","(noun,verb,idiom)","علامة"
"market","69","(noun,verb)","سوق"
"marketing","29","(noun)","تسويق"
"marriage","27","(noun)","زواج"
"married","6","(past,verb,adjective,noun)","زوجت"
"marry","1","(verb,interjection)","تزوج"
"massive","4","(adjective)","كبير"
"master","11","(noun,adjective,verb)","رئيس"
"match","7","(noun,verb)","مباراة"
"mate","1","(noun,verb)","زميل"
"material","29","(noun,adjective)","مواد"
"math","21","(noun)","الرياضيات"
"matter","44","(noun,verb)","شيء"
"maximum","12","(noun,adjective)","أقصى"
"may","336","(auxiliary verb)","قد"
"maybe","17","(adverb,noun)","يمكن"
"me","88","(pronoun)","أنا"
"meal","3","(noun)","وجبة"
"mean","33","(verb,adjective,noun)","تعني"
"meaning","26","(noun)","المعنى"
"measurement","4","(noun)","قياس"
"meat","99","(noun)","لحم"
"media","47","(noun)","وسائل الإعلام"
"medical","29","(adjective)","طبي"
"medicine","26","(noun)","دواء"
"medium","22","(noun,adjective)","متوسط"
"meet","15","(verb,noun)","يجتمع"
"meeting","6","(noun,idiom)","لقاء"
"member","16","(noun)","عضو"
"membership","9","(noun)","عضوية"
"memory","11","(noun)","ذاكرة"
"mental","47","(adjective)","عقلي"
"mention","6","(verb,noun,idiom)","أشير"
"menu","2","(noun)","قائمة طعام"
"merely","9","(adverb)","مجرد"
"mess","4","(noun,verb)","تعبث"
"message","16","(noun)","رسالة"
"metal","23","(noun,verb)","فلز"
"method","76","(noun)","طريقة"
"middle","26","(adjective,noun)","وسط"
"midnight","1","(noun)","منتصف الليل"
"might","116","(auxiliary verb,noun)","ربما"
"milk","8","(noun,verb,idiom)","حليب"
"mind","58","(noun,verb)","عقل"
"mine","2","(pronoun,noun,verb)","الخاص بي"
"minimum","9","(noun,adjective)","الحد الأدنى"
"minor","8","(adjective,noun,verb)","تحت السن القانوني"
"minute","13","(noun,adjective,verb)","اللحظة"
"mirror","2","(noun,verb)","مرآة"
"miss","3","(verb,noun)","يغيب"
"mission","7","(noun,adjective)","مهمة"
"mistake","5","(noun,verb,idiom)","خطأ"
"mix","19","(verb,noun)","مزج"
"mixed","8","(past,verb)","مختلط"
"mixture","8","(noun)","خليط"
"mobile","4","(adjective,noun)","التليفون المحمول"
"mode","4","(noun)","الوضع"
"model","31","(noun,verb)","نموذج"
"mom","5","(noun)","أمي"
"moment","21","(noun)","لحظة"
"money","174","(noun,adjective)","مال"
"monitor","3","(noun,verb)","مراقب"
"month","30","(noun)","شهر"
"mood","15","(noun)","مزاج"
"more","597","(adjective,adverb)","أكثر من"
"moreover","2","(adverb)","علاوة على ذلك"
"morning","20","(noun,adverb)","صباح"
"mortgage","3","(noun,verb)","الرهن العقاري"
"most","378","(adjective,noun,adverb)","عظم"
"mostly","12","(adverb)","خاصة"
"mother","10","(noun,adjective,verb,idiom)","أم"
"motor","1","(noun,adjective,verb)","محرك"
"mountain","5","(noun,adjective,idiom)","جبل"
"mouse","36","(noun,verb)","الفأر"
"mouth","8","(noun,verb,idiom)","فم"
"move","47","(verb,noun)","نقل"
"movie","37","(noun)","فيلم"
"much","165","(adjective,adverb)","كثير"
"mud","4","(noun)","طين"
"muscle","11","(noun,verb,adjective)","عضلة"
"music","80","(noun)","موسيقى"
"must","108","(auxiliary verb,verb,adjective,noun)","يجب"
"my","177","(pronoun)","لي"
"myself","12","(pronoun)","نفسي"
"nail","5","(noun,verb,idiom)","مسمار"
"name","53","(noun,verb,adjective)","اسم"
"narrow","6","(adjective,verb,noun)","ضيق"
"nasty","4","(adjective,noun)","مقرف"
"nation","23","(noun)","الأمة"
"national","52","(adjective,noun)","الوطني"
"native","4","(noun,adjective)","محلي"
"natural","50","(adjective,noun,adverb)","طبيعي >> صفة"
"naturally","12","(adverb)","بطبيعة الحال"
"nature","57","(noun)","طبيعة"
"near","13","(adverb,preposition,adjective,verb)","قريب"
"nearby","6","(adjective,adverb)","مجاوز"
"nearly","12","(adverb)","تقريبا"
"neat","1","(adjective,noun)","أنيق"
"necessarily","10","(adverb)","بالضرورة"
"necessary","31","(adjective,noun)","ضروري"
"neck","2","(noun,verb)","العنق"
"need","193","(verb)","بحاجة إلى"
"negative","23","(adjective,noun,interjection,verb)","نفي"
"negotiate","3","(verb)","تفاوض"
"negotiation","1","(noun)","تفاوض"
"neither","6","(conjunction,adjective,pronoun)","لا هذا ولا ذاك"
"nerve","1","(noun,verb)","عصب"
"nervous","1","(adjective)","متوتر"
"net","10","(noun,verb)","شبكة"
"network","19","(noun,verb)","شبكة الاتصال"
"never","76","(adverb)","أبدا"
"new","210","(adjective,adverb)","الجديد"
"news","28","(noun)","أخبار"
"newspaper","17","(noun)","جريدة"
"next","64","(adjective,adverb,noun)","التالى"
"nice","17","(adjective)","لطيف"
"night","24","(noun)","ليل"
"no","213","(adverb,adjective,noun)","لا"
"nobody","7","(pronoun,noun)","لا أحد"
"noise","5","(noun,verb)","الضوضاء"
"none","5","(pronoun,adverb,adjective)","لا شيء"
"nor","8","(conjunction)","ولا"
"normal","14","(adjective,noun)","عادي"
"normally","22","(adverb)","بشكل طبيعي"
"north","19","(noun,adjective,adverb)","شمال"
"nose","6","(noun,verb,idiom)","أنف"
"not","658","(adverb)","ليس"
"note","27","(noun,verb)","ملحوظة"
"nothing","35","(noun,pronoun,adjective,adverb)","لا شيئ"
"notice","15","(noun,verb)","تنويه"
"novel","12","(noun,adjective)","رواية"
"now","104","(adverb,conjunction,adjective)","الآن"
"nowhere","1","(adverb,pronoun,adjective)","لا مكان"
"number","97","(noun,verb)","رقم"
"numerous","9","(adjective)","كثير"
"nurse","3","(noun,verb)","ممرضة"
"object","28","(noun,verb)","موضوع"
"objective","13","(adjective,noun)","موضوعي"
"obligation","1","(noun)","التزام"
"obtain","12","(verb)","الحصول على"
"obvious","7","(adjective)","واضح"
"obviously","6","(adverb)","بوضوح"
"occasion","5","(noun,verb,idiom)","مناسبات"
"occasionally","12","(adverb)","من حين اخر"
"occur","23","(verb)","تحدث"
"odd","1","(adjective)","الفردية"
"of","5220","(preposition,auxiliary verb)","من"
"off","74","(adverb,preposition,adjective,noun)","إيقاف"
"offer","42","(verb,noun)","عرض"
"office","19","(noun)","مكتب. مقر. مركز"
"officer","13","(noun,verb)","ضابط"
"official","18","(adjective,noun)","الرسمية"
"often","187","(adverb)","غالبا"
"oil","42","(noun,verb)","نفط"
"ok","1","(adjective,adverb,noun,verb)","حسنا"
"old","34","(adjective)","قديم"
"on","1087","(preposition,adverb,adjective)","على"
"once","95","(adverb,conjunction)","ذات مرة"
"one","441","(adjective,noun,pronoun)","واحد"
"only","208","(adverb,adjective,conjunction)","فقط"
"open","41","(adjective,verb,noun)","افتح"
"opening","4","(noun,adjective)","افتتاح"
"operate","8","(verb)","العمل"
"operation","6","(noun)","عملية"
"opinion","14","(noun)","رأي"
"opportunity","18","(noun)","فرصة"
"opposite","11","(adjective,noun,preposition,adverb)","مقابل"
"option","12","(noun,verb)","اختيار"
"or","1487","(conjunction)","أو"
"orange","4","(noun)","البرتقالي"
"order","51","(noun,verb)","طلب"
"ordinary","4","(adjective,noun)","العادي"
"organization","37","(noun)","منظمة"
"organize","4","(verb)","تنظم"
"organized","12","(past,verb)","منظم"
"original","25","(adjective,noun)","أصلي"
"originally","8","(adverb)","في الأصل"
"other","369","(adjective,noun,pronoun,adverb)","آخر"
"otherwise","14","(adverb,adjective)","غير ذلك"
"ought","4","(verb)","يجب"
"our","213","(pronoun)","لنا"
"ourselves","7","(pronoun)","أنفسنا"
"out","294","(adverb,preposition,adjective,interjection)","خارج"
"outcome","5","(noun)","نتيجة"
"outside","26","(noun,adjective,preposition)","في الخارج"
"oven","45","(noun)","فرن"
"over","170","(preposition,adjective,noun)","على"
"overall","19","(adjective,adverb,noun)","بصورة شاملة"
"overcome","5","(verb)","التغلب على"
"owe","5","(verb)","مدينون"
"own","130","(adjective,verb)","خاصة"
"owner","7","(noun)","صاحب"
"pace","3","(noun,verb,preposition)","سرعة"
"pack","12","(noun,verb,adjective,idiom)","حزمة"
"package","5","(noun,verb)","صفقة"
"page","46","(noun,verb)","صفحة"
"pain","7","(noun,verb,idiom)","الم"
"paint","23","(noun,verb)","رسم"
"painting","21","(noun)","لوحة"
"pair","14","(noun,verb)","زوج"
"panic","3","(noun,verb)","هلع"
"paper","32","(noun)","ورقة"
"parent","4","(noun,verb)","الأبوين"
"park","12","(noun,verb)","منتزه"
"parking","6","(noun,adjective)","موقف سيارات"
